title,date,summary,url,cta,body
NAPM Announces Completion of Transition to iconectiv as Nation’s New Local Number Portability Administrator ,05/29/2018,Massive Multi-Year Telecom Infrastructure Project Successfully Completed On Schedule,,,"<p><br></p><p><b>Washington, DC – May 29, 2018 –</b> The North American Portability Management LLC (NAPM LLC), which provides oversight of the nation’s number portability system under the authority of the Federal Communications Commission (FCC), today announced the completion of the transition to iconectiv as the nation’s new Local Number Portability Administrator (LNPA) in all seven United States service regions. The transition to iconectiv as the LNPA involved hundreds of stakeholders across government and the private sector, and the multi-year project was successfully completed on schedule and as planned.</p><p><br></p><p>“This final acceptance marks the completion of one of the most significant upgrades ever made to our nation’s telecommunications infrastructure,” said NAPM co-chairs Teresa Patton and Tim Kagele. “We are deeply grateful for the collaborative efforts of the FCC, other policymakers, and the telecommunications community to make this transition a success, and we look forward to continuing our close collaboration with iconectiv as the nation’s new local number portability administrator.”</p><p><br></p><p>The FCC issued a <a href=""https://www.fcc.gov/document/fcc-welcomes-successful-transition-new-number-porting-administrator"">press release</a> today announcing the successful transition in which FCC Chairman Ajit Pai recognized the “work of all involved in this complex endeavor” that resulted in “a seamless and on-time transition for the communications industry, law enforcement and public safety communities, and most importantly, the American public.”</p><p><br></p><p>“While the technological hurdles for this project were daunting, our employees and partners never lost sight of our ultimate goal to provide a modern, cost-effective, and secure number portability system for the American people,” said Richard Jacowleff, President and CEO, iconectiv. “As originally intended, the ability to seamlessly take your phone number to new service providers or devices has increased consumer competition and choice since it was first mandated in the United States and we are proud to provide the foundation for that vital service going forward. We look forward to continuing to work with our partners at the FCC, NAPM, and across government and industry to build and manage the world’s leading telecommunications infrastructure.”</p><p><br></p><p>Timeline of key dates:</p><p><br></p><p><b>3/26/2015: </b>FCC approves Telcordia Technologies, Inc. dba iconectiv serve as the next Local Number Portability Administrator (LNPA) for all Regions (FCC 15-35)</p><p><b>7/25/2016:</b> FCC issues its final decision approving the recommendation of the North American Numbering Council iconectiv serve as the next LNPA (FCC 16-92)&nbsp;</p><p><b>3/5/2018:</b> iconectiv announces successful transition of services providing telephone number identification and porting information to law enforcement, public safety agencies and businesses that must comply with the nation’s Telephone Consumer Protection Act (TCPA)</p><p><b>4/9/2018:</b> iconectiv announces successful cutover of the Southeast Number Portability Administration Center (NPAC) Region</p><p><b>5/7/2018: </b>iconectiv announces successful cutover of Northeast, Mid-Atlantic and Midwest NPAC Regions</p><p><b>5/21/2018:</b> iconectiv announces successful cutover of Southwest, Western, and West Coast NPAC Regions</p><p><b>5/25/2018:</b> Final acceptance date for iconectiv as LNPA</p><p><b>5/29/2018: </b>NAPM announces iconectiv has completed transition to new LNPA</p><p><br></p><p>As LNPA, iconectiv will manage the nation’s Number Portability Administration Center (NPAC), the world’s largest system of databases of ported telephone numbers. The NPAC consists of seven different regional databases.&nbsp;</p><p><br></p><p>For more information, visit <a href=""http://www.numberportability.com/"">www.numberportability.com</a>, call 844-820-8039 or email <a href=""mailto:npac@iconectiv.numberportability.com"">npac@iconectiv.numberportability.com</a>.&nbsp;</p><p><br></p>"
Services for Law Enforcement Agencies and Marketers Successfully Transition to iconectiv,03/05/2018,"iconectiv, the next Local Number Portability Administrator (LNPA) for the United States, announced the successful transition of services providing telephone number identification and porting information to law enforcement, public safety agencies and businesses that must comply with the nation’s Telephone Consumer Protection Act (TCPA). The services successfully transitioned on March 4, 2018. ",,,"

<p><i>Telephone
number ID and porting information services launch for law enforcement and businesses
that must comply with federal TCPA regulations</i></p>

<p><b>Bridgewater, N.J. – March 5, 2018 –</b> <a href=""http://www.iconectiv.com/"">iconectiv</a>, the next
Local Number Portability Administrator (LNPA) for the United States, announced the successful transition of services
providing telephone number identification and porting information to law
enforcement, public safety agencies and businesses that must comply with the
nation’s Telephone Consumer Protection Act (TCPA). The services successfully
transitioned on March 4, 2018.</p><p>iconectiv
is the next administrator of the nation’s Number Portability Administration
Center (NPAC), the largest database of ported telephone numbers in the world. The
services initiated yesterday rely on data from the NPAC and are the
first to transition to iconectiv. The remaining services for Service Providers,
Service Bureaus and Providers of Telecom-Related Services transition between
April 8 and May 20, 2018.</p><p>“The
successful cutover of these critical services is a significant milestone and marks
the start of the final phase of this transition effort,” said Richard
Jacowleff, President and CEO of iconectiv. “Access to number portability data
via a new, modern and highly secure system is crucial to the daily operations
of law enforcement and public safety agencies and to ensuring regulatory compliance
for businesses.”</p><p>The NPAC supports number portability, which allows
customers to keep their telephone number when switching service providers. Law
enforcement and public safety agencies use these services to verify the service
provider of record and porting history of telephone numbers, as well as to
identify law enforcement points of contact at each service provider. Businesses
that must comply with TCPA regulations rely on the service to verify when a
telephone number changes between wireline and wireless, avoiding serious
penalties that can occur if they fail to comply with requirements, such as Do
Not Call lists.</p>"
iconectiv Announces Cutover of First Regional NPAC System,04/09/2018,"iconectiv, the next Local Number Portability Administrator (LNPA) for the United States, announced the successful transition of the Southeast Number Portability Administration Center (NPAC) Region to iconectiv on April 8, 2018.",,,"<p><a href=""https://numberportability.com/resources/contact-iconectiv/"">Contact</a>&nbsp; &nbsp;<a href=""https://numberportability.com/about-us/about-npac/"">About</a>&nbsp; &nbsp;<a href=""https://numberportability.com/legal/"">Legal</a>&nbsp;&nbsp;</p><p>© 2022 iconectiv, all rights reserved<br></p>"
Law Enforcement and Public Safety Agencies Must Register immediately to maintain access to number portability data ,01/03/2018,"Bridgewater, N.J. – January 3, 2018 – iconectiv, the next Local Number Portability Administrator (LNPA) for all U.S. regions, reminds law enforcement agencies and Public Safety Answering Points (PSAPs) that would like to continue having access to number portability data to register with iconectiv immediately. Registration is required and free for the new system, which goes into production and replaces the existing system on March 4, 2018.",,,"<p><b>Bridgewater, N.J. – January 3, 2018 –</b>
iconectiv, the next Local Number Portability Administrator (LNPA) for all U.S.
regions, reminds law enforcement agencies and Public Safety Answering Points
(PSAPs) that would like to continue having access to number portability data to
register with iconectiv immediately. Registration is required and free for the new system, which
goes into production and replaces the existing system on March 4,
2018.<br></p>

<p>Number portability
allows people to keep their phone number when switching service providers. Authorized
law enforcement agencies and PSAP users that need to know which company is the service provider of record can check
that information against the data in the Number Portability Administration
Center (NPAC), which supports the implementation of the number portability
service in the country. There are two services available to law
enforcement and public safety agencies: the Interactive Voice Response (IVR) service, which is a
free phone-based system, and the Enhanced Law Enforcement Platform (ELEP) is a
fee-based, online search service.&nbsp;</p>

<p>Users of the IVR
service can contact <a href=""mailto:ivr@iconectiv.numberportability.com"">ivr@iconectiv.numberportability.com</a> and
users of the ELEP web-based service can contact <a href=""mailto:elep@iconectiv.numberportability.com"">elep@iconectiv.numberportability.com</a> to
request a registration form. For general questions, call 844-511-3537 Monday through
Friday between 8:00 AM and 8:00 PM ET.</p><p>Further details on registration and the transition can be found at&nbsp;<a href=""http://www.numberportability.com/"">www.numberportability.com</a>.&nbsp;<br></p>"
Companies Must Register to  Maintain access to Wireless Do Not Call Service Data,01/03/2018,"iconectiv reminds marketing organizations that rely on Intermodal Ported Telephone Number Identification Service, also known as the Wireless Do Not Call (WDNC) service, to register with iconectiv. The new service goes live and replaces the existing service on March 4, 2018.",,,"

<p><b>Bridgewater, N.J. – January 3, 2018 –</b>
iconectiv, the next Local Number Portability Administrator (LNPA) for all U.S.
regions, reminds marketing organizations that rely on Intermodal Ported
Telephone Number Identification Service, also known as the Wireless Do Not Call
(WDNC) service, to register with iconectiv. The new service goes live and replaces the existing service
on March 4, 2018.</p><p>Number
portability allows customers to keep their phone number when switching service
providers. Marketers that need to know when a telephone number changes from
wireline to wireless to stay in compliance with the autodialing regulations of the
Telephone Consumer Protection Act (TCPA), can check that information against the
data in the Number Portability Administration Center (NPAC), which supports the
implementation of the number portability service in the country.</p><p>Users who wish to continue to have access to the service
after the March transition<i> </i><b>must register</b> with iconectiv. To
initiate registration, users can request a <a href=""https://numberportability.com/transition/telemarketers/"">registration
form</a> on the NPAC transition website <a href=""http://www.numberportability.com/"">www.numberportability.com</a>. Users who purchase the WDNC service through a
reseller should contact their reseller to initiate the registration process.</p>

Further details on
the transition can be found at <a href=""http://www.numberportability.com/"">www.numberportability.com</a>."
iconectiv Launches Transition Website for Businesses that Use the Wireless Do Not Call Service to Comply with TCPA Regulations,01/15/2018,"iconectiv, the next Local Number Portability Administrator (LNPA) for all U.S. regions, announced the launch of an informational website to support the Number Portability Administration Center (NPAC) transition for businesses that must comply with the Telephone Consumer Protection Act (TCPA) and rely on the Wireless Do Not Call (WDNC) service for porting data.",,,"<p><strong>Bridgewater, N.J. – January 15, 2018 –</strong> iconectiv, the next Local Number Portability Administrator (LNPA) for all U.S. regions, announced the launch of an informational <a href=""https://marketers.numberportability.com/"">website</a> to support the Number Portability Administration Center (NPAC) transition for businesses that must comply with the Telephone Consumer Protection Act (TCPA) and rely on the Wireless Do Not Call (WDNC) service for porting data.</p><p>The WDNC service provides businesses with information when a telephone number changes between wireline and wireless, which is necessary for compliance with TCPA autodialing and pre-recorded messaging regulations. The transition website offers information on how businesses benefit from this service, registration and the NPAC transition. &nbsp;</p><p>Businesses that wish to continue accessing number portability data<strong> should begin the</strong>&nbsp;<a href=""http://marketers.numberportability.com/registration/"">registration</a>&nbsp;<strong>process with iconectiv immediately</strong>. Businesses who purchase the WDNC service through a reseller should contact their reseller to initiate the registration process. The iconectiv service replaces the existing system beginning March 4, 2018.&nbsp;</p><p>For general questions, businesses can contact <a href=""mailto:wdnc@iconectiv.numberportability.com"">wdnc@iconectiv.numberportability.com</a> or 844-411-WDNC Monday through Friday between 7:00 AM and 9:00 PM ET.&nbsp;</p>"
iconectiv to Host Testing Webcast,03/08/2017,"iconectiv, the next Local Number Portability Administrator (LNPA) for all seven U.S. regions, continues to move forward with the transition of the new Number Portability Administration Center (NPAC) and is preparing to begin the testing phase of the transition for Service Providers, Service Bureaus, and Providers of Telecom-related Services.",,,"<p><b>PISCATAWAY, N.J. – March 8, 2017</b> – iconectiv, the next Local Number Portability
Administrator (LNPA) for all seven U.S. regions, continues to move forward with the transition
of the new Number Portability Administration Center (NPAC) and is preparing to begin the
testing phase of the transition for Service Providers, Service Bureaus, and Providers of Telecomrelated
Services.
<br><br>Preparations for the Industry Testing phase will kick off with a webcast on March 15, 2017 at
3:30 pm ET during which the overall Industry Test Plan will be reviewed. <a href=""https://event.on24.com/eventRegistration/EventLobbyServlet?target=lobby20.jsp&amp;eventid=1377711&amp;sessionid=1&amp;key=55F7A0BD0A02E5DFC1D3D5C34167FA5E&amp;eventuserid=163820142"">Registration</a> for the
webcast is now open for all interested NPAC users.
<br><br>Registration with the new iconectiv NPAC must be completed before an NPAC user can begin
testing. To access the NPAC registration materials or for updates on the testing and training
schedule, Service Providers, Service Bureaus, and Providers of Telecom-related Services can
visit: <a href=""https://numberportability.com/"">www.numberportability.com</a>.
<br><br><b>About iconectiv
</b><br><br>iconectiv, the authoritative partner of the communications industry for more than 30 years, offers market-leading
solutions that enable the interconnection of networks, devices, and applications for more than one billion people
every day. Working closely with private, government and non-governmental organizations, iconectiv has intimate
knowledge of the intricacies and complexities of creating, operating, and securing the telecommunications
infrastructure for service providers, regulators, enterprises and content providers. iconectiv provides network and
operations management, numbering, registry, fraud and revenue assurance and messaging solutions to more than
1,200 customers globally.
<br><br>Telcordia Technologies, Inc. is a U.S.-based company doing business as iconectiv. For more information, visit
<a href=""http://www.iconectiv.com"">www.iconectiv.com</a>.
<br><br><b>Media Contact
</b><br><br>Sharon Oddy
iconectiv
<br>Phone: +1 732-699-5130/908-809-2268
<br>Email: <a href=""mailto:soddy@iconectiv.com"">soddy@iconectiv.com</a></p>"
"iconectiv Completes Final Regional Transition to Modern, Cost-Effective, Secure NPAC",05/21/2018,"Weekend Marks Successful Cutover for Southwest, Western, and West Coast NPAC Regions ",,,"<p></p><p></p><h3><i>Weekend Marks Successful Cutover for Southwest, Western, and West Coast NPAC Regions <br></i></h3><p><br></p><p><b>Bridgewater, N.J. – May 21, 2018 </b>– <a href=""https://iconectiv.com/"">iconectiv</a>, the next Local Number Portability Administrator (LNPA) for the United States, today announced the successful third and final regional cutover of the Number Portability Administration Center (NPAC) transition. The Southwest, Western, and West Coast NPAC Regions transitioned to iconectiv on May 20, 2018, marking the completion of the transition of all NPAC data and services for Service Providers, Service Bureaus, and Providers of Telecom-Related Services (PTRS). This cutover follows iconectiv’s successful transition of the Southeast, Northeast, Mid-Atlantic, and Midwest NPAC Regions over recent weeks. Final acceptance is scheduled for May 25, 2018.</p><br>“This final regional transition brings us near the end of a more than decade-long journey to bring the nation a modern and cost effective number portability system,” said Richard Jacowleff, CEO at iconectiv. “Consumers deeply value the ability to change service providers and technologies while keeping their phone numbers and iconectiv is proud to be supporting those vital services with industry-leading technology at dramatic cost savings. Now that the NPAC’s regional transition is complete, iconectiv stands ready to continue to advance industry competition, innovation and consumer freedom in telecom.”<br><br>“The NPAC transition has been described as one of the biggest IT projects ever undertaken by the U.S. telecom industry and the successful completion of all of the regional cutovers is a testament to the hard work and commitment of our employees and our partners across the telecommunications industry,” said Kathy Timko, Head of the LNPA Services at iconectiv. “Building and implementing a new number portability system was a team effort and we deeply appreciate the cross industry contributions that led to this momentous accomplishment.”<br><br>The Southwest, Western and West Coast NPAC Regions include the following states: Alaska, Arizona, Arkansas, California, Colorado, Hawaii, Idaho, Iowa, Kansas, Minnesota, Missouri, Montana, Nebraska, Nevada, New Mexico, North Dakota, Oklahoma, Oregon, South Dakota, Texas, Utah, Washington, and Wyoming. &nbsp;<br><br>The United States NPAC is the world’s largest system of databases of ported telephone numbers and consists of seven different <a href=""https://numberportability.com/about-us/npac/"">regional </a>databases. In March 2015, the FCC designated iconectiv as the next LNPA for all seven regions. Services for law enforcement, public safety agencies and businesses that must comply with the Wireless Do Not Call laws successfully transitioned to iconectiv on March 4, 2018. <br><br><p>For more information, visit <a href=""https://numberportability.com"">www.numberportability.com</a>, call 844-820-8039 or email <a href=""mailto:npac@iconectiv.numberportability.com"">npac@iconectiv.numberportability.com</a>. </p>"
Industry Testing for New iconectiv NPAC Begins May 15,05/15/2017,"iconectiv, the next Local Number Portability Administrator (LNPA) for all seven U.S. regions, began industry testing today, May 15, 2017, a major milestone in the transition to the new Number Portability Administration Center (NPAC).",,,"<p><b>PISCATAWAY, N.J. – May 15, 2017 –</b>
iconectiv, the next Local Number Portability Administrator (LNPA) for all seven
U.S. regions, began industry testing today, May 15, 2017, a major milestone in
the transition to the new Number Portability Administration Center (NPAC).</p>

<p>The first phase of industry testing will enable companies that access
the NPAC via a direct Service Order Administration (SOA) or Local Service
Management System (LSMS) interface to validate that their systems interface properly
with the iconectiv NPAC. In the first phase, vendors will test.&nbsp; That will be followed by Service Providers and
Service Bureaus.</p>

<p>“Industry testing is an essential part of the transition process and
user participation is critical to the transition’s success,” said Kathy Timko,
Senior Vice President and Head of LNPA Services at iconectiv. “We encourage all
users to register with the iconectiv NPAC as soon as possible so they are
prepared for the transition.”</p>

<p>Testing is mandatory for companies with a direct SOA or LSMS interface
to the NPAC and optional for all other groups. Optional testing will begin when
mandatory testing is complete in the second half of 2017. Other phases include
LTI GUI, Group and Round Robin, Ancillary Services and Data Migration testing.</p>

<p>Further details on the transition can be found at <a href=""http://www.numberportability.com/"">www.numberportability.com</a>. A webcast
on testing can be viewed <a href=""https://www.numberportability.com/resources/videos/"">here</a>. Users with
questions can reach the iconectiv help desk weekdays from 8:00am to 8:00pm ET
at 844-820-8039<a></a><a></a><a> or via email at </a><a href=""mailto:npac@iconectiv.numberportability.com"">npac@iconectiv.numberportability.com</a>.</p>

<p><b>About
iconectiv</b></p>

<p>As the authoritative partner of the
communications industry for more than 30 years, iconectiv’s market-leading
solutions enable the interconnection of networks, devices, and applications for
more than two billion people every day. Working closely with private,
government and non-governmental organizations, iconectiv continues to protect
and secure telecommunication infrastructures for service providers, governments
and enterprises, while providing network and operations management, numbering,
registry, messaging and fraud and identity solutions to more than 1,200
organizations globally.</p>

<p>A US-based company, Telcordia
Technologies, doing business as iconectiv, is a wholly owned subsidiary of
Ericsson. For more information, visit <a href=""http://www.iconectiv.com/"">www.iconectiv.com</a>.</p>

<p><b>Media
Contact</b></p>

<p>Sharon Oddy<br>732-699-5130 / 908-809-2268<br>soddy@iconectiv.com</p>"
What you need to know about the NPAC Transition,02/09/2018,"The Number Portability Administration Center (NPAC) is the system used to facilitate number porting in the U.S. for wireline, wireless, and Voice over Internet Protocol (VoIP) providers. ",,,"

<p><strong>What is the NPAC and why is it valuable?</strong><br>
<br>
The Number Portability Administration Center (NPAC) is the system used to
facilitate number porting in the U.S. for wireline, wireless, and Voice over
Internet Protocol (VoIP) providers. The system supports the implementation of
Local Number Portability and provides users with access to the most current and
accurate data for ported telephone numbers, including porting information and
the service provider’s law enforcement contact’s reach information.</p>

<strong>How
is the service accessed?</strong><br>
<br>
Law enforcement agencies and Public Safety Answering Points (PSAP) rely on two
NPAC services for this information. The Interactive Voice Response (IVR) is a&nbsp;<strong>free</strong>&nbsp;telephone-based service and the
Enhanced Law Enforcement Platform (ELEP) is a&nbsp;<strong>subscription</strong>-based
online option. Law enforcement and public safety agencies can&nbsp;<strong><a href=""https://lawenforcement.numberportability.com/registration/"">register today</a></strong>."
Accessing the NPAC,11/02/2017,What NENA members need to know about IVR and ELEP,,,"<p><b>Accessing the NPAC</b><br><i>What NENA members need to know about IVR
and ELEP</i><br><b><br>How is the NPAC valuable to my agency?</b><i><br></i></p>

<p>The
Number Portability Administration Center (NPAC) gives user access to the most
current and accurate database of US ported phone numbers.<br><br>Law enforcement
agencies (LEA) and Public Safety Answering Points (PSAP)&nbsp;access
NPAC data through the Interactive Voice Response (IVR) service, a free phone-based
system, or the Enhanced Law Enforcement Platform (ELEP), a fee-based, online search
alternative.<br><br>These
services allow users to access the service provider contact information associated
with a specific phone number.<br><br><b>Why does my agency need to register?</b></p>

<p><a href=""http://www.iconectiv.com/"">iconectiv</a>, a leader in
telecom technology, is the next NPAC administrator. In order to avoid any
service disruption following the transition to the iconectiv NPAC, all law
enforcement and public safety users must register by December 31, 2017 with
iconectiv. The cutover from the existing provider to iconectiv will take place in
March 2018.<br><br><b>How does my agency register?</b></p>

<p>Registration
is free and begins by IVR and ELEP users
contacting <a href=""mailto:ivr@iconectiv.numberportability.com"">ivr@iconectiv.numberportability.com</a> or <a href=""mailto:ELEP@iconectiv.numberportability.com"">ELEP@iconectiv.numberportability.com</a> to
request a registration form.</p>"
iconectiv Launches Transition Website for Law Enforcement and Public Safety Agencies ,01/15/2018,"iconectiv, the next Local Number Portability Administrator (LNPA) for all U.S. regions, announced the launch of an informational website to support the Number Portability Administration Center (NPAC) transition for law enforcement agencies and Public Safety Answering Points (PSAP).",,,"<p><strong>Bridgewater, N.J. – January 15, 2018 –</strong> iconectiv, the next Local Number Portability Administrator (LNPA) for all U.S. regions, announced the launch of an informational <a href=""https://lawenforcement.numberportability.com/"">website</a> to support the Number Portability Administration Center (NPAC) transition for law enforcement agencies and Public Safety Answering Points (PSAP).</p><p>Law enforcement agencies and PSAP users rely on NPAC data to identify the service provider of ported telephone numbers. The transition website offers information on registration, the NPAC transition and the benefits of the two services: the Interactive Voice Response (IVR) service and the Enhanced Law Enforcement Platform (ELEP).&nbsp;</p><p>The IVR service is a free phone-based system that provides information on the service provider of record for a telephone number as well as the company’s Communications Assistance for Law Enforcement Act’s (CALEA) contact information. IVR users can get information for up to 20 ported telephone numbers at a time. ELEP is a fee-based online search service that offers porting history and the ability to query up to 100 telephone numbers per request, in addition to the information provided by the IVR service.&nbsp;</p><p>Law enforcement agencies and PSAP that wish to continue accessing this data must <a href=""https://lawenforcement.numberportability.com/registration/"">register</a>&nbsp;with iconectiv immediately. The iconectiv service replaces the existing system beginning March 4, 2018.&nbsp;</p><p>For general questions, agencies that use the IVR service can contact <a href=""mailto:ivr@iconectiv.numberportability.com"">ivr@iconectiv.numberportability.com</a> and agencies that use the ELEP service can contact <a href=""mailto:elep@iconectiv.numberportability.com"">elep@iconectiv.numberportability.com</a>. Agencies can also call 844-511-3537 Monday through Friday between 7:00 AM and 9:00 PM ET.</p>"
iconectiv NPAC Transition Progressing with Webcast for Low-Tech Interface (LTI) Users,06/07/2017,"iconectiv, the next Local Number Portability Administrator (LNPA) for all U.S. regions, is continuing the transition of the new Number Portability Administration Center (NPAC) with a webcast for users of the Low-Tech Interface (LTI) GUI.  ",,,"<p><b>PISCATAWAY, N.J. – June 7, 2017 –</b> iconectiv, the next Local Number Portability Administrator (LNPA) for all U.S. regions, is continuing the transition of the new Number Portability Administration Center (NPAC) with a webcast for users of the Low-Tech Interface (LTI) GUI. &nbsp;</p><p>iconectiv will host a webcast on June 14, 2017 at 3:30 pm ET to prepare users that access the NPAC via the LTI GUI for the upcoming transition. <a href=""https://event.on24.com/wcc/r/1445965/E1C3444B6B2F36C3F0A98E6DA19443E8"">Registration</a> is now open for the webcast, which will focus on LTI training and testing options and provide a preview of the GUI. It will conclude with a question and answer session.&nbsp;</p><p>Users who have not yet registered for the iconectiv NPAC are encouraged to do so as soon as possible to ensure they will be able to participate in training and testing. &nbsp;</p><p>Further details on the transition can be found at <a href=""http://www.numberportability.com/"">www.numberportability.com</a>. Users with questions can reach the help desk weekdays from 8:00am to 8:00pm ET at 844-820-8039 or via email at <a href=""mailto:npac@iconectiv.numberportability.com"">npac@iconectiv.numberportability.com</a>.</p><p><b>About iconectiv</b></p><p>As the authoritative partner of the communications industry for more than 30 years, iconectiv’s market-leading solutions enable the interconnection of networks, devices, and applications for more than two billion people every day. Working closely with private, government and non-governmental organizations, iconectiv continues to protect and secure telecommunication infrastructures for service providers, governments and enterprises, while providing network and operations management, numbering, registry, messaging and fraud and identity solutions to more than 1,200 organizations globally.&nbsp;</p><p>A US-based company, Telcordia Technologies, doing business as iconectiv, is a wholly owned subsidiary of Ericsson. For more information, visit <a href=""http://www.iconectiv.com"">www.iconectiv.com</a>.</p><p><b>Media Contact</b><br>Sharon Oddy<br>732-699-5130 / 908-809-2268<br><a href=""mailto:soddy@iconectiv.com"">soddy@iconectiv.com</a></p><p><br></p>"
"A conversation with Kathy Timko, Senior Vice President and Head of LNPA Services at iconectiv",05/18/2017,"Where does onboarding stand? More than half of current NPAC users have started registration and are preparing for the transition. We encourage unregistered users to begin the registration process as soon as possible. The success of the transition is dependent on full industry participation.
",,,"<p><b>Where does onboarding stand?</b></p>

<p>More than half of current NPAC users have started registration and are
preparing for the transition. We encourage unregistered users to begin the
registration process as soon as possible. The success of the transition is
dependent on full industry participation.</p>

<p><b>When will the transition be finished?</b><br></p>

<p>We are on track to complete the transition in the second quarter of
2018, with a final acceptance date in May 2018. iconectiv shares responsibility
for the launch of the NPAC with the incumbent LNPA and the industry at large.<a></a><a></a><a> </a>Full
cooperation from all parties is critical to ensuring a timely transition.<br></p>

<p><b>How is iconectiv preparing to be the next
LNPA?</b><br></p>

<p>iconectiv is a global leader in number portability and has been
preparing to be the next LNPA for years. We are working closely with the North
American Portability Management (NAPM) and Transition Oversight Manager (TOM)
to develop a secure and cost-effective NPAC solution. Onboarding is underway
and industry testing began on May 15. We also offer a series of user education
resources. Please visit our <a href=""https://www.numberportability.com/resources/videos/"">Resources</a> page for a transition overview.<br></p>

<p><b>Who is required to register?</b><br></p>

<p>All NPAC users are required to register for the iconectiv NPAC.
Registration is open for Service Providers (SP), Service Bureaus (SB), and
Providers of Telecom-Related Services (PTRS), users who engage in the business
of telemarketing, and users of the Enhanced Law Enforcement Platform (ELEP).
Please visit <a href=""http://www.numberportability.com/"">www.numberportability.com</a> to begin the registration process, if you
have not already done so.&nbsp;<br></p>

<p><b>What are the most crucial components of the
transition?&nbsp;</b><br></p>

<p>&nbsp;The most crucial transition
activities include user registration, industry testing and data migration of
the current data into the new NPAC.</p>"
Future NPAC Administrator iconectiv Begins Testing,11/21/2017,Ericsson’s (News - Alert) iconectiv in mid-May began industry testing related to its future role as the nation’s Local Number Portability Administrator. The testing commenced more than two years after the FCC (News - Alert) awarded the company a contract to manage the Number Portability Administration Center routing database.,,,"<p>Ericsson’s (<a href=""http://www.tmcnet.com/snapshots/snapshots.aspx?Company=Ericsson"">News</a> - <a href=""http://www.tmcnet.com/enews/subs.aspx?k1=%22Ericsson%22"">Alert</a>) iconectiv in mid-May began industry testing related to its future role as the nation’s Local Number Portability Administrator. The testing commenced more than two years after the FCC (<a href=""http://www.tmcnet.com/snapshots/snapshots.aspx?Company=Ericsson"">News</a> - <a href=""http://www.tmcnet.com/enews/subs.aspx?k1=%22Ericsson%22"">Alert</a>) awarded the company a contract to manage the Number Portability Administration Center routing database.</p><p>But getting this right is important, given everybody from consumers to businesses, emergency response and law enforcement, and carriers rely on NPAC. Indeed, this database is considered a critical part of the infrastructure in the U.S.</p><p>That’s because the database enables subscribers to switch service providers without having to change phone numbers. It also ensures reliability and correct information related to 911 services and law enforcement investigations.</p><p>Neustar has been managing the NPAC for about two decades, and reportedly made more than $3 billion doing that between 1997 and 2015, accounting for about half of the company’s revenues. But a few years ago the job came up for government bid, and Ericsson AB’s Telcordia (<a href=""http://www.tmcnet.com/snapshots/snapshots.aspx?Company=Ericsson"">News</a> - <a href=""http://www.tmcnet.com/enews/subs.aspx?k1=%22Ericsson%22"">Alert</a>) won the deal in March of 2015.</p><p>Telcordia now offers services under the iconectiv brand. Although this is a relatively new name, Telcordia has a long and strong history in communications.</p><p>The company got its start as Bellcore, the R&amp;D effort of the Bell companies. It later went independent and was renamed Telcordia. Then, in 2012, Ericsson bought Telcordia to capture its expertise and technology related to operational and business support systems and related technologies. And in 2013 Ericsson launched the iconectiv (<a href=""http://www.tmcnet.com/snapshots/snapshots.aspx?Company=Ericsson"">News</a> - <a href=""http://www.tmcnet.com/enews/subs.aspx?k1=%22Ericsson%22"">Alert</a>) brand for its interconnection services.</p><p>During the first phase of NPAC testing, companies that access NPAC through direct Service Order Administration or Local Service Management System will work to validate that their systems interface properly with the iconectiv NPAC. Vendors will be involved in the first part of this testing, and then service bureaus and service providers will do such testing, which is mandatory for any organization using the SOA or LSMS interfaces.</p><p>Optional testing will open up after that. That’s expected to commence in the second half of this year, after this first phase of testing is complete. The optional testing will address things like Ancillary Services, Data Migration, LTI GUI, &nbsp;and Group and Round Robin.<br>A spokeswoman for iconectiv tells <em>INTERNET TELEPHONY</em> that everything is on track to complete the transition from Neustar to iconectiv by the second quarter of 2018, with a final acceptance date in May 2018. The Neustar contract was originally set to expire in September 2016, but was extended to provide for the completion of the transition, she added. Following the transition, iconectiv will be the sole administrator for all seven of the U.S. NPAC regions.</p><p>As for Neustar, the company’s website indicates it has other products and services. It delivers marketing solutions related to customer activation and intelligence, identity data management, and marketing analytics; risk solutions, including compliance and fraud prevention solutions; security offerings, including protection against distributed denial of service of attack, DNS services, and website performance management; core registry and digital naming services; and communications capabilities, including address and routing, caller identification, order management, and number management solutions.<br></p><p><a href=""http://www.tmcnet.com/voip/departments/articles/435618-future-npac-administrator-iconectiv-begins-testing.htm"">View original article</a><br></p>"
